province,empire,old_faith,new_faith,transition
18961,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18985,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19083,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19096,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19116,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19121,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19143,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19174,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19229,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19232,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19289,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19310,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19487,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19518,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19598,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19715,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19808,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19850,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19866,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19891,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20017,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20046,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20103,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20158,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20252,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20407,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20467,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20476,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20478,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20495,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20544,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20582,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20692,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20846,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20851,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21018,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21026,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21103,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21161,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21177,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21181,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21203,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21216,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21251,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21255,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21262,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21318,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21323,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21359,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21362,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21374,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21449,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21515,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21579,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21632,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21639,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21671,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21720,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21745,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21790,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21802,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21821,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21844,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21856,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21897,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21900,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21904,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21936,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21984,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21986,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22062,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22076,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22099,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22144,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22241,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22321,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22365,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22425,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22453,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22481,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22537,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22592,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22620,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22831,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22982,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23018,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23043,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23101,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23245,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23279,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23341,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23394,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23429,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23551,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23556,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23696,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23729,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23750,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23871,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23969,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23977,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24053,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24120,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24208,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24209,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24210,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24221,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24299,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24361,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24495,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24503,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24534,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24569,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24608,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24616,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24617,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24725,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24799,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24854,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24944,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25193,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25239,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25364,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25468,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25476,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25656,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25710,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25814,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25863,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25890,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25963,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26156,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26164,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26182,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26188,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26199,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26209,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26241,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26297,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26309,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26365,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26393,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26496,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26538,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26607,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26618,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26661,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26721,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26757,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26760,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26768,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26832,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26866,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
26991,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
27095,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
