date,holder,culture,title,tier,empire,source_file,old_government,new_government,rule_type,rule_scope,confidence
7869.1.1,Ahlaq_2,yunkaii,c_nf_ahlaq,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7869.1.1,Grazdhan_2,astapori,c_gadhis,1,,history/titles/lv_k_astapor.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7869.1.1,Ilvar_1,elyrian,c_elyria,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7869.1.1,Kandaq_2,meereenese,c_kandaq_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7869.1.1,Kirines_2,volantene,d_volon_therys,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7869.1.1,Loraq_2,meereenese,k_meereen,3,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7869.1.1,Rulloros_1,volantene,d_valysar,2,,history/titles/lv_k_volantis.txt,administrative_government,administrative_government,history_file,lv_k_volantis.txt,high
7870.1.1,Local_Rulers_Volantis_Death_Swamps,volantene,c_altames,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7870.1.1,Local_Rulers_Volantis_Vysyria,volantene,c_almaeys,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7870.1.1,Nogarys_1,essosi_valyrian,d_death_swamps,2,,history/titles/lv_k_volantis.txt,administrative_government,administrative_government,history_file,lv_k_volantis.txt,high
7870.1.1,Staegone_1,essosi_valyrian,d_nf_staegone,2,,history/titles/lv_nf_titles.txt,administrative_government,administrative_government,history_file,lv_k_volantis.txt,high
7870.1.1,Tagaros_2,essosi_valyrian,d_nf_tagaros,2,,history/titles/lv_nf_titles.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7871.1.1,34333914,asshaii,d_chalysa,2,,history/titles/lv_k_asshai.txt,,oligarchic_government,history_file,lv_k_asshai.txt,low
7871.1.1,Hazkar_2,meereenese,c_hazkar_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7871.1.1,Nakloz_2,astapori,c_nf_nakloz,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7872.1.1,Ullhor_1,astapori,c_dhozai,1,,history/titles/lv_k_astapor.txt,oligarchic_government,oligarchic_government,history_file,lv_k_astapor.txt,high
7873.1.1,Maegyr_1,essosi_valyrian,d_little_valyria,2,,history/titles/lv_k_volantis.txt,administrative_government,administrative_government,history_file,lv_k_volantis.txt,high
7873.1.1,Tagaros_2,essosi_valyrian,k_volantis,3,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7874.1.1,LV_Votar_2,essosi_valyrian,d_nf_votar,2,,history/titles/lv_nf_titles.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7874.1.1,Pahl_2,meereenese,c_demon_road,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7875.1.1,Oliviriana_2,volantene,c_laboros,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7877.1.1,LV_Merreq_2,meereenese,c_merreq_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7877.1.1,Rannovar_1,volantene,d_dreos,2,,history/titles/lv_k_volantis.txt,administrative_government,administrative_government,history_file,lv_k_volantis.txt,high
7877.1.1,Rhaezn_1,yunkaii,c_nf_rhaezn,1,,history/titles/lv_nf_titles.txt,oligarchic_government,oligarchic_government,history_file,lv_k_yunkai.txt,high
7877.1.1,Stogarys_2,volantene,c_mavlys,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7878.1.1,Qaggaz_2,yunkaii,c_kaldeen,1,,history/titles/lv_k_yunkai.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7878.1.1,Vhassar_2,essosi_valyrian,c_arlior_geron,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7878.1.1,Yherizan_2,meereenese,c_green_gate,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7879.1.1,34369152,ghaeni,c_atruskai,1,,history/titles/lv_k_ghiscar.txt,,oligarchic_government,history_file,lv_k_ghiscar.txt,medium
7879.1.1,Dhogarys_2,volantene,c_honors_port,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7879.1.1,Grazlar_2,astapori,c_horns_of_hazzat,1,,history/titles/lv_k_astapor.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7879.1.1,Ilvar_2,elyrian,c_elyria,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7879.1.1,Isnardo_2,volantene,c_ar_mynar,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7879.1.1,Zherzyn_2,yunkaii,c_nf_zherzyn,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7879.1.1,Zobridar_2,mantaryan,d_mantarys,2,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7880.1.1,Rhazdar_2,meereenese,c_nf_rhazdar,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7881.1.1,Eraz_2,yunkaii,c_maelk,1,,history/titles/lv_k_yunkai.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7881.1.1,Galare_2,meereenese,c_galare_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7881.1.1,Ninmarki_2,shadowman,d_hattar,2,,history/titles/lv_k_asshai.txt,,tribal_government,culture,shadowman,low
7881.1.1,Nogarys_2,essosi_valyrian,d_death_swamps,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7882.1.1,Naqqan_2,meereenese,c_naqqan_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7883.1.1,34433911,asshaii,d_the_saffron_lands,2,,history/titles/lv_k_asshai.txt,,oligarchic_government,history_file,lv_k_asshai.txt,low
7883.1.1,Maegyr_2,essosi_valyrian,d_little_valyria,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7883.1.1,Marsiglio_2,volantene,c_anyria,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7883.1.1,Staegone_2,essosi_valyrian,d_nf_staegone,2,,history/titles/lv_nf_titles.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7883.1.1,Yunzak_2,yunkaii,c_nf_yunzak,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7884.1.1,Paenymion_2,essosi_valyrian,d_nf_paenymion,2,,history/titles/lv_nf_titles.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7884.1.1,Rulloros_2,volantene,d_valysar,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7884.1.1,Ullhor_2,astapori,c_dhozai,1,,history/titles/lv_k_astapor.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7885.1.1,34369148,ghaeni,c_baked_shore,1,,history/titles/lv_k_ghiscar.txt,,oligarchic_government,history_file,lv_k_ghiscar.txt,medium
7885.1.1,Mazlaq_2,astapori,c_ghiscar_point,1,,history/titles/lv_k_astapor.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7885.1.1,Rhaezn_2,yunkaii,c_nf_rhaezn,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7886.1.1,Azantone_2,tolosi,d_tolos,2,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7886.1.1,Lodaorys_2,mantaryan,c_painted_valleys,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7886.1.1,Mazemagyr_2,tolosi,c_black_cliffs,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7886.1.1,Mengo_0_rs,dothraki,d_dosh_khaleen,2,,history/titles/lv_dothraki.txt,,theocracy_government,title,d_dosh_khaleen,high
7886.1.1,RHLLOR_1,volantene,d_the_red_priesthood,2,,history/titles/lv_k_the_red_priesthood.txt,theocracy_government,theocracy_government,history_file,lv_k_the_red_priesthood.txt,high
7886.1.1,Rebagyr_2,mantaryan,c_demon_pass,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7887.1.1,Dhazak_3,meereenese,c_dhazak_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7887.1.1,Ghazeen_4,meereenese,c_ghazeen_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7888.1.1,34233914,asshaii,d_chalysa,2,,history/titles/lv_k_asshai.txt,,oligarchic_government,history_file,lv_k_asshai.txt,low
7888.1.1,Quazzar_3,meereenese,c_nf_quazzar,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7889.1.1,Reznak_3,meereenese,c_khyzai_pass,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7890.1.1,Nakloz_3,astapori,c_nf_nakloz,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7890.1.1,Qheadar_3,essosi_valyrian,c_vasyugys,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7892.1.1,Ahlaq_3,yunkaii,c_nf_ahlaq,1,,history/titles/lv_nf_titles.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7893.1.1,34369149,ghaeni,c_ghaen,1,,history/titles/lv_k_ghiscar.txt,,oligarchic_government,history_file,lv_k_ghiscar.txt,medium
7893.1.1,Grazdhan_3,astapori,c_gadhis,1,,history/titles/lv_k_astapor.txt,,oligarchic_government,history_file,lv_k_astapor.txt,high
7894.1.1,Maegyr_2,essosi_valyrian,k_volantis,3,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7895.1.1,Ilvar_3,elyrian,c_elyria,1,,history/titles/lv_k_north_valyria.txt,,oligarchic_government,history_file,lv_k_north_valyria.txt,medium
7897.1.1,Galare_3,meereenese,c_galare_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7898.1.1,343360025,ghaeni,k_new_ghis,3,,history/titles/lv_k_ghiscar.txt,,oligarchic_government,history_file,lv_k_ghiscar.txt,medium
7898.1.1,LV_Merreq_3,meereenese,c_merreq_pyramid,1,,history/titles/lv_k_meereen.txt,,oligarchic_government,history_file,lv_k_meereen.txt,high
7898.1.1,Lomberys_2,volantene,c_plains_of_maegys,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7898.1.1,Loraq_2,meereenese,d_meereen,2,,history/titles/lv_k_meereen.txt,oligarchic_government,oligarchic_government,history_file,lv_k_meereen.txt,high
7898.1.1,Nefatis_2,volantene,d_valon_sar,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7898.1.1,Qaggaz_2,yunkaii,k_yunkai,3,,history/titles/lv_k_yunkai.txt,,oligarchic_government,history_file,lv_k_yunkai.txt,high
7898.1.1,Rannovar_2,volantene,d_dreos,2,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7898.1.1,Tagaros_2,essosi_valyrian,k_volantis,3,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7898.1.1,Ullhor_2,astapori,k_astapor,3,,history/titles/lv_k_astapor.txt,oligarchic_government,oligarchic_government,history_file,lv_k_astapor.txt,high
7898.1.1,Vaelaros_2,essosi_valyrian,c_jelsah,1,,history/titles/lv_k_volantis.txt,,administrative_government,history_file,lv_k_volantis.txt,high
7898.1.1,eetlv_cs_10_1,eetlv_sand_ghoul,d_R220G226B155,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_11_1,eetlv_sand_ghoul,d_R28G169B63,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_12_1,eetlv_sand_ghoul,d_R81G64B118,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_13_1,eetlv_sand_ghoul,d_R238G6B173,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_14_1,eetlv_sand_ghoul,d_R42G145B84,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_1_1,eetlv_sand_ghoul,e_cannibal_sands,4,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_2_1,eetlv_sand_ghoul,d_R111G75B187,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_3_1,eetlv_sand_ghoul,d_R240G127B159,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_4_1,eetlv_sand_ghoul,d_R41G226B41,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_5_1,eetlv_sand_ghoul,d_R193G60B253,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_6_1,eetlv_sand_ghoul,d_R222G151B16,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_7_1,eetlv_sand_ghoul,d_R45G162B231,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_8_1,eetlv_sand_ghoul,d_R70G73B87,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
7898.1.1,eetlv_cs_9_1,eetlv_sand_ghoul,d_R232G202B38,2,e_cannibal_sands,history/titles/vassal_titles_e_cannibal_sands.txt,nomad_government,tribal_government,empire,e_cannibal_sands,low
