province,empire,old_faith,new_faith,transition
15395,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15398,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15469,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15729,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15774,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15786,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15791,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
15894,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16096,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16144,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16248,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16303,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16385,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16404,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16405,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16429,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16447,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16471,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16556,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16626,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16725,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16750,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16820,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16848,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16901,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16913,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
16988,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17090,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17147,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17273,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17342,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17793,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17817,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17915,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17928,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17948,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17953,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
17975,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18006,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18061,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18064,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18121,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18142,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18319,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18350,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18430,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18547,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18640,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18682,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18698,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18723,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18849,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18878,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18935,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
18990,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19084,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19239,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19299,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19308,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19310,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19327,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19376,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19414,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19524,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19678,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19683,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19850,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19858,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19935,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
19993,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20009,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20013,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20035,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20048,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20083,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20087,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20094,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20150,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20155,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20191,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20194,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20206,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20281,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20347,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20411,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20464,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20471,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20503,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20552,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20577,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20622,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20634,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20653,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20676,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20688,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20729,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20732,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20736,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20768,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20816,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20818,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20894,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20908,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20931,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
20976,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21073,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21153,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21197,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21257,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21285,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21313,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21369,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21424,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21452,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21663,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21814,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21850,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21875,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
21933,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22077,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22111,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22173,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22226,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22261,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22383,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22388,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22528,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22561,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22582,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22703,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22801,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22809,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22885,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
22952,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23040,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23041,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23042,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23053,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23131,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23193,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23327,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23335,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23366,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23401,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23440,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23448,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23449,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23557,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23631,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23686,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
23776,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24025,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24071,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24196,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24300,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24308,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24488,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24542,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24646,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24695,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24722,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24795,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24988,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
24996,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25014,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25020,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25031,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25041,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25073,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25129,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25141,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25197,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25225,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25328,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25370,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25439,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25450,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25493,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25553,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25589,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25592,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25600,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25664,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25698,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25823,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
25927,e_ibben,ib_ven_god_king,ib_ven_sound,7899.8.14
