province_id,rgb,barony,county,duchy,kingdom,empire,model_terrain,proposed_terrain,eep_terrain,final_terrain,model_confidence,model_runner_up,model_margin,model_priority_group,model_warning,lore_base,lore_forest,lore_google_green,lore_arid,lore_google_mountain,slope,lore_reason,leading_masks,water_class,review_reason,decision,decision_reason,review_status
10968,102:178:81,,,,,,hills,forest,,forest,0.194701,forest,0.079035,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.419683,0.000000,0.000000,0.038462,0.001442,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.5923|steppe_01_mask.png:0.2295|northern_plains_01_mask.png:0.1342,land,,,,automatic
10969,102:188:81,,,,,,jungle,forest,,forest,0.285943,forest,0.210622,,below_95pct_precision_threshold,forest,0.388889,0.000000,0.000000,0.142857,0.001460,untitled_lore_wooded=forest,steppe_01_mask.png:0.6931|northern_plains_01_mask.png:0.1475|hills_01_rocks_mask.png:0.0826,land,,,,automatic
10970,102:198:81,,,,,,jungle,forest,,forest,0.422375,forest,0.336080,,below_95pct_precision_threshold,forest,0.380222,0.000000,0.000000,0.000000,0.001938,untitled_lore_wooded=forest,steppe_01_mask.png:0.8206|desert_01_mask.png:0.1792|plains_01_rough_mask.png:0.0002,land,,,,automatic
10971,102:218:81,,,,,,jungle,forest,,forest,0.385844,forest,0.289341,,below_95pct_precision_threshold,forest,0.378268,0.000000,0.000000,0.041667,0.000470,untitled_lore_wooded=forest,steppe_01_mask.png:0.8346|northern_plains_01_mask.png:0.1052|plains_01_rough_mask.png:0.0260,land,,,,automatic
10972,102:228:81,,,,,,forest,forest,,forest,0.298376,jungle,0.127814,,below_95pct_precision_threshold,forest,0.414566,0.000000,0.000000,0.028571,0.000551,untitled_lore_wooded=forest,steppe_01_mask.png:0.5145|northern_plains_01_mask.png:0.2562|plains_01_rough_mask.png:0.0927,land,,,,automatic
10973,102:208:121,,,,,,steppe,forest,,forest,0.638198,forest,0.597052,,below_95pct_precision_threshold,forest,0.413547,0.000000,0.005348,0.000000,0.000354,untitled_lore_wooded=forest,medi_noisy_grass_mask.png:0.5421|steppe_01_mask.png:0.3247|plains_01_rough_mask.png:0.1180,land,,,,automatic
10974,102:178:121,,,,,,jungle,forest,,forest,0.255313,hills,0.136326,,below_95pct_precision_threshold,forest,0.418159,0.000000,0.055413,0.000000,0.001019,untitled_lore_wooded=forest,steppe_01_mask.png:0.3581|medi_noisy_grass_mask.png:0.3467|plains_01_rough_mask.png:0.1185,land,,,,automatic
10975,102:188:121,,,,,,jungle,forest,,forest,0.604525,hills,0.546456,,below_95pct_precision_threshold,forest,0.715686,0.000000,0.000000,0.000000,0.001135,untitled_lore_wooded=forest,steppe_01_mask.png:0.4054|medi_noisy_grass_mask.png:0.2135|hills_01_mask.png:0.1502,land,,,,automatic
10976,102:198:121,,,,,,jungle,forest,,forest,0.404928,hills,0.319890,,below_95pct_precision_threshold,forest,0.670588,0.000000,0.004706,0.000000,0.001023,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.3861|steppe_01_mask.png:0.3099|medi_noisy_grass_mask.png:0.1016,land,,,,automatic
10977,102:218:121,,,,,,jungle,forest,,forest,0.943643,wetlands,0.937143,,below_95pct_precision_threshold,forest,0.359314,0.000000,0.000000,0.050000,0.000404,untitled_lore_wooded=forest,steppe_01_mask.png:0.4854|medi_noisy_grass_mask.png:0.3196|plains_01_rough_mask.png:0.1240,land,,,,automatic
10978,102:228:121,,,,,,jungle,forest,,forest,0.802504,wetlands,0.786804,,below_95pct_precision_threshold,forest,0.344608,0.500000,0.000000,0.000000,0.000061,untitled_lore_wooded=forest,steppe_01_mask.png:0.7835|medi_noisy_grass_mask.png:0.1594|plains_01_rough_mask.png:0.0476,land,,,,automatic
10979,102:238:121,,,,,,jungle,forest,,forest,0.788790,taiga,0.771567,,below_95pct_precision_threshold,forest,0.340464,0.363636,0.000000,0.045455,0.000024,untitled_lore_wooded=forest,steppe_01_mask.png:0.8833|medi_noisy_grass_mask.png:0.0480|plains_01_rough_mask.png:0.0467,land,,,,automatic
10980,102:178:111,,,,,,mountains,forest,,forest,0.360103,mountains,0.254744,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.850095,0.000000,0.000000,0.000000,0.004518,untitled_lore_wooded=forest,steppe_01_mask.png:0.3760|mountain_02_d_valleys_mask.png:0.2778|hills_01_rocks_mask.png:0.1498,land,,,,automatic
10981,102:188:111,,,,,,mountains,forest,,forest,0.613638,mountains,0.566000,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.839975,0.000000,0.000000,0.000000,0.004785,untitled_lore_wooded=forest,steppe_01_mask.png:0.3481|mountain_02_d_valleys_mask.png:0.2253|hills_01_rocks_mask.png:0.0800,land,,,,automatic
10982,102:198:111,,,,,,mountains,forest,,forest,0.424364,jungle,0.372750,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.745989,0.000000,0.000000,0.000000,0.003620,untitled_lore_wooded=forest,steppe_01_mask.png:0.3740|northern_plains_01_mask.png:0.1926|mountain_02_d_valleys_mask.png:0.1734,land,,,,automatic
10983,102:208:111,,,,,,forest,forest,,forest,0.184053,jungle,0.015596,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.740642,0.000000,0.000000,0.000000,0.001145,untitled_lore_wooded=forest,steppe_01_mask.png:0.3340|northern_plains_01_mask.png:0.1959|hills_01_rocks_mask.png:0.1794,land,,,,automatic
10984,102:218:111,,,,,,forest,forest,,forest,0.236824,jungle,0.094305,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.450089,0.000000,0.009804,0.000000,0.001216,untitled_lore_wooded=forest,steppe_01_mask.png:0.4079|northern_plains_01_mask.png:0.2105|hills_01_rocks_mask.png:0.1997,land,,,,automatic
10985,102:228:111,,,,,,hills,forest,,forest,0.314579,taiga,0.248576,,below_95pct_precision_threshold,forest,0.859729,0.000000,0.000000,0.000000,0.002182,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.5870|steppe_01_mask.png:0.2919|northern_plains_01_mask.png:0.0531,land,,,,automatic
10986,102:238:111,,,,,,hills,forest,,forest,0.213860,forest,0.028661,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.729327,0.000000,0.008525,0.000000,0.001359,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.3630|steppe_01_mask.png:0.2749|northern_plains_01_mask.png:0.1613,land,,,,automatic
10987,102:178:101,,,,,,mountains,forest,,forest,0.330428,mountains,0.195591,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.901070,0.000000,0.000000,0.090909,0.005055,untitled_lore_wooded=forest,steppe_01_mask.png:0.4850|mountain_02_d_valleys_mask.png:0.1988|grass 12_05_10_elis_mask.png:0.0333,land,,,,automatic
10988,102:208:141,,,,,,jungle,forest,,forest,0.326206,mountains,0.264921,,below_95pct_precision_threshold,forest,0.693627,0.000000,0.000000,0.000000,0.000932,untitled_lore_wooded=forest,steppe_01_mask.png:0.6533|plains_01_noisy_wet_mask.png:0.1148|forest_jungle_01_mask.png:0.0978,land,,,,automatic
10989,102:178:141,,,,,,mountains,forest,,forest,0.323276,mountains,0.174264,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.782913,0.000000,0.000000,0.000000,0.005408,untitled_lore_wooded=forest,steppe_01_mask.png:0.4785|mountain_02_d_valleys_mask.png:0.2582|hills_01_rocks_mask.png:0.1885,land,,,,automatic
10990,102:188:141,,,,,,hills,forest,,forest,0.178115,forest,0.053384,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.637255,0.000000,0.000000,0.000000,0.000900,untitled_lore_wooded=forest,steppe_01_mask.png:0.4504|hills_01_rocks_mask.png:0.3501|hills_01_mask.png:0.0961,land,,,,automatic
10991,102:198:141,,,,,,hills,forest,,forest,0.175417,mountains,0.011015,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.797549,0.000000,0.000000,0.000000,0.004699,untitled_lore_wooded=forest,steppe_01_mask.png:0.6681|mountain_02_d_valleys_mask.png:0.0986|grass 12_05_10_elis_mask.png:0.0330,land,,,,automatic
10992,102:218:141,,,,,,jungle,forest,,forest,0.484690,mountains,0.434952,,below_95pct_precision_threshold,forest,0.619048,0.000000,0.000000,0.000000,0.000867,untitled_lore_wooded=forest,steppe_01_mask.png:0.6220|grass 12_05_10_elis_mask.png:0.1041|forest_jungle_01_mask.png:0.0586,land,,,,automatic
10993,102:228:141,,,,,,mountains,forest,,forest,0.193871,jungle,0.036733,mountains,priority:mountains_over_hills|below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.752771,0.000000,0.000000,0.000000,0.003034,untitled_lore_wooded=forest,steppe_01_mask.png:0.5776|mountain_02_d_valleys_mask.png:0.1432|grass 12_05_10_elis_mask.png:0.0516,land,,,,automatic
10994,102:238:141,,,,,,mountains,forest,,forest,0.184736,mountains,0.068999,mountains,priority:mountains_over_hills|below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.702206,0.000000,0.000000,0.000000,0.003015,untitled_lore_wooded=forest,steppe_01_mask.png:0.5021|mountain_02_d_valleys_mask.png:0.2048|grass 12_05_10_elis_mask.png:0.0503,land,,,,automatic
10995,102:188:161,,,,,,jungle,forest,,forest,0.396428,mountains,0.308867,,below_95pct_precision_threshold,forest,0.575051,0.000000,0.000000,0.000000,0.001644,untitled_lore_wooded=forest,steppe_01_mask.png:0.4262|hills_01_rocks_mask.png:0.2389|grass 12_05_10_elis_mask.png:0.1065,land,,,,automatic
10996,102:178:161,,,,,,mountains,forest,,forest,0.232611,mountains,0.051298,mountains,priority:mountains_over_hills|below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.674688,0.000000,0.000000,0.000000,0.004129,untitled_lore_wooded=forest,steppe_01_mask.png:0.3796|mountain_02_d_valleys_mask.png:0.3489|grass 12_05_10_elis_mask.png:0.0522,land,,,,automatic
10997,102:198:161,,,,,,jungle,jungle,,jungle,0.312879,forest,0.211708,,below_95pct_precision_threshold,jungle,0.829598,0.000000,0.000000,0.000000,0.002221,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.4476|forest_jungle_01_mask.png:0.2303|plains_01_noisy_wet_mask.png:0.1565,land,,,,automatic
10998,102:208:161,,,,,,jungle,forest,,forest,0.359774,forest,0.191540,,below_95pct_precision_threshold,forest,0.772642,0.000000,0.000000,0.000000,0.002261,untitled_lore_wooded=forest,steppe_01_mask.png:0.3913|hills_01_mask.png:0.1699|forest_jungle_01_mask.png:0.1168,land,,,,automatic
10999,102:218:161,,,,,,jungle,forest,,forest,0.401013,forest,0.290391,,below_95pct_precision_threshold,forest,0.857843,0.000000,0.000000,0.000000,0.001061,untitled_lore_wooded=forest,steppe_01_mask.png:0.2641|hills_01_rocks_mask.png:0.2324|grass 12_05_10_elis_mask.png:0.1198,land,,,,automatic
11000,102:228:161,,,,,,jungle,forest,,forest,0.235529,forest,0.126469,,below_95pct_precision_threshold,forest,0.783905,0.000000,0.000000,0.000000,0.001516,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.5019|steppe_01_mask.png:0.1755|forest_jungle_01_mask.png:0.1247,land,,,,automatic
11001,102:238:161,,,,,,jungle,jungle,,jungle,0.286249,forest,0.176512,,below_95pct_precision_threshold,jungle,0.725098,0.000000,0.000000,0.000000,0.001802,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.3283|forest_jungle_01_mask.png:0.2448|plains_01_noisy_wet_mask.png:0.1158,land,,,,automatic
11002,102:218:171,,,,,,forest,forest,,forest,0.352738,jungle,0.207980,,below_95pct_precision_threshold,forest,0.674428,0.000000,0.000000,0.000000,0.000790,untitled_lore_wooded=forest,steppe_01_mask.png:0.4159|hills_01_mask.png:0.2018|forest_jungle_01_mask.png:0.1484,land,,,,automatic
11003,102:178:171,,,,,,mountains,forest,,forest,0.373425,mountains,0.288395,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.924949,0.000000,0.000000,0.000000,0.003929,untitled_lore_wooded=forest,steppe_01_mask.png:0.4351|mountain_02_d_valleys_mask.png:0.2230|hills_01_rocks_mask.png:0.1001,land,,,,automatic
11004,102:188:171,,,,,,mountains,forest,,forest,0.402042,mountains,0.287388,mountains,priority:mountains_over_hills|below_95pct_precision_threshold,forest,0.818250,0.000000,0.000000,0.000000,0.005549,untitled_lore_wooded=forest,steppe_01_mask.png:0.5234|mountain_02_d_valleys_mask.png:0.2123|plains_01_noisy_wet_mask.png:0.0136,land,,,,automatic
11005,102:198:171,,,,,,jungle,forest,,forest,0.310504,forest,0.191719,,below_95pct_precision_threshold,forest,0.760311,0.000000,0.000000,0.000000,0.001360,untitled_lore_wooded=forest,steppe_01_mask.png:0.4901|hills_01_rocks_mask.png:0.1643|hills_01_mask.png:0.1549,land,,,,automatic
11006,102:208:171,,,,,,jungle,forest,,forest,0.163440,forest,0.007885,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.525490,0.000000,0.000000,0.000000,0.001311,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.3607|steppe_01_mask.png:0.2209|hills_01_mask.png:0.1266,land,,,,automatic
11007,102:228:171,,,,,,jungle,jungle,,jungle,0.157668,forest,0.036124,,below_95pct_precision_threshold|top_two_margin_below_0.10,jungle,0.678513,0.000000,0.000000,0.000000,0.002247,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.3128|forest_jungle_01_mask.png:0.2532|hills_01_rocks_mask.png:0.1528,land,,,,automatic
11008,102:248:15,,,,,,jungle,mountains,,mountains,0.327980,hills,0.169420,jungle,below_95pct_precision_threshold,jungle,0.334842,1.000000,0.000000,0.000000,0.009188,untitled_lore_wooded=forest|strong_mask=jungle|mountain_relief=mountains,forest_jungle_01_mask.png:0.5760|mountain_02_mask.png:0.3220|steppe_01_mask.png:0.0715,land,,,,automatic
11009,102:178:15,,,,,,jungle,jungle,,jungle,0.216407,forest,0.126320,jungle,below_95pct_precision_threshold,jungle,0.326701,0.147059,0.000000,0.088235,0.004388,untitled_lore_wooded=forest|strong_mask=jungle,forest_jungle_01_mask.png:0.6318|mountain_02_mask.png:0.1657|steppe_01_mask.png:0.1399,land,,,,automatic
11010,102:188:15,,,,,,jungle,jungle,,jungle,0.243548,forest,0.105615,jungle,below_95pct_precision_threshold,jungle,0.350218,0.555556,0.000000,0.111111,0.001787,untitled_lore_wooded=forest|strong_mask=jungle,forest_jungle_01_mask.png:0.7805|steppe_01_mask.png:0.1294|mountain_02_mask.png:0.0510,land,,,,automatic
11011,102:198:15,,,,,,jungle,jungle,,jungle,0.425922,forest,0.353292,,below_95pct_precision_threshold,jungle,0.370448,0.964286,0.000000,0.000000,0.000310,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.7226|forest_jungle_01_mask.png:0.2402|plains_01_rough_mask.png:0.0177,land,,,,automatic
11012,102:208:15,,,,,,jungle,mountains,,mountains,0.249010,mountains,0.158951,jungle,below_95pct_precision_threshold,jungle,0.339367,1.000000,0.000000,0.000000,0.006909,untitled_lore_wooded=forest|strong_mask=jungle|mountain_relief=mountains,forest_jungle_01_mask.png:0.7288|mountain_02_mask.png:0.2090|steppe_01_mask.png:0.0613,land,,,,automatic
11013,102:218:15,,,,,,jungle,jungle,,jungle,0.454734,forest,0.383214,,below_95pct_precision_threshold,jungle,0.339608,0.920000,0.000000,0.000000,0.000134,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.7789|forest_jungle_01_mask.png:0.2053|plains_01_rough_mask.png:0.0121,land,,,,automatic
11014,102:228:15,,,,,,mountains,forest,,forest,0.307214,hills,0.232495,mountains,priority:mountains_over_jungle|below_95pct_precision_threshold,forest,0.342087,1.000000,0.000000,0.000000,0.003952,untitled_lore_wooded=forest,steppe_01_mask.png:0.4152|mountain_02_mask.png:0.1415|desert_01_mask.png:0.1055,land,,,,automatic
11015,102:238:15,,,,,,jungle,jungle,,jungle,0.208883,jungle,0.054329,jungle,priority:jungle_over_forest|below_95pct_precision_threshold|top_two_margin_below_0.10,jungle,0.338644,1.000000,0.000000,0.000000,0.001326,untitled_lore_wooded=forest|strong_mask=jungle,forest_jungle_01_mask.png:0.9201|steppe_01_mask.png:0.0540|mountain_02_mask.png:0.0259,land,,,,automatic
11016,102:178:151,,,,,,jungle,forest,,forest,0.797782,forest,0.772731,,below_95pct_precision_threshold,forest,0.415876,0.096774,0.037318,0.064516,0.000340,untitled_lore_wooded=forest,steppe_01_mask.png:0.7208|forest_jungle_01_mask.png:0.1142|plains_01_noisy_wet_mask.png:0.0832,land,,,,automatic
11017,102:188:151,,,,,,jungle,jungle,,jungle,0.514327,forest,0.464475,,below_95pct_precision_threshold,jungle,0.462827,0.000000,0.004085,0.125000,0.000666,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.4605|forest_jungle_01_mask.png:0.1875|mud_wet_01_mask.png:0.1345,land,,,,automatic
11018,102:198:151,,,,,,jungle,jungle,,jungle,0.341341,forest,0.236542,,below_95pct_precision_threshold,jungle,0.421907,0.000000,0.002028,0.034483,0.000955,untitled_lore_wooded=forest|strong_mask=jungle,steppe_01_mask.png:0.4601|forest_jungle_01_mask.png:0.2477|plains_01_noisy_wet_mask.png:0.1541,land,,,,automatic
11019,102:208:151,,,,,,jungle,forest,,forest,0.261488,forest,0.141027,,below_95pct_precision_threshold,forest,0.490950,0.000000,0.009050,0.000000,0.002394,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.3807|steppe_01_mask.png:0.3000|forest_jungle_01_mask.png:0.1376,land,,,,automatic
11020,102:218:151,,,,,,jungle,forest,,forest,0.382156,forest,0.266605,,below_95pct_precision_threshold,forest,0.527544,0.000000,0.007470,0.000000,0.001808,untitled_lore_wooded=forest,hills_01_rocks_mask.png:0.4036|steppe_01_mask.png:0.2752|forest_jungle_01_mask.png:0.1272,land,,,,automatic
11021,102:228:151,,,,,,jungle,forest,,forest,0.489493,forest,0.436077,,below_95pct_precision_threshold,forest,0.457983,0.500000,0.044818,0.035714,0.000626,untitled_lore_wooded=forest,steppe_01_mask.png:0.6285|forest_jungle_01_mask.png:0.1220|plains_01_noisy_wet_mask.png:0.1007,land,,,,automatic
11022,102:238:151,,,,,,jungle,forest,,forest,0.874803,forest,0.863167,,below_95pct_precision_threshold,forest,0.389392,0.000000,0.034188,0.000000,0.000180,untitled_lore_wooded=forest,steppe_01_mask.png:0.6873|forest_jungle_01_mask.png:0.1050|plains_01_rough_mask.png:0.0769,land,,,,automatic
11023,102:198:181,,,,,,jungle,forest,,forest,0.218007,forest,0.062703,,below_95pct_precision_threshold|top_two_margin_below_0.10,forest,0.310683,1.000000,0.000000,0.000000,0.001915,untitled_lore_wooded=forest,steppe_01_mask.png:0.7341|desert_01_mask.png:0.1303,land,,,,automatic
11024,102:178:181,,,,,,jungle,forest,,forest,0.481391,forest,0.420665,,below_95pct_precision_threshold,forest,0.328840,1.000000,0.000000,0.000000,0.002161,untitled_lore_wooded=forest,steppe_01_mask.png:0.6698|desert_01_mask.png:0.2211,land,,,,automatic
11025,102:188:181,,,,,,jungle,forest,,forest,0.282084,forest,0.190195,,below_95pct_precision_threshold,forest,0.317320,0.933333,0.000000,0.000000,0.001812,untitled_lore_wooded=forest,steppe_01_mask.png:0.7095|desert_01_mask.png:0.1229|plains_01_rough_mask.png:0.0000,land,,,,automatic
11026,102:208:181,,,,,,jungle,forest,,forest,0.224188,forest,0.107387,,below_95pct_precision_threshold,forest,0.309597,1.000000,0.000000,0.000000,0.002717,untitled_lore_wooded=forest,steppe_01_mask.png:0.4193|desert_01_mask.png:0.0905,land,,,,automatic
11027,102:218:181,,,,,,jungle,forest,,forest,0.538058,forest,0.482369,,below_95pct_precision_threshold,forest,0.382353,0.666667,0.000000,0.125000,0.000089,untitled_lore_wooded=forest,steppe_01_mask.png:0.9567|plains_01_rough_mask.png:0.0215|medi_noisy_grass_mask.png:0.0146,land,,,,automatic
11028,102:228:181,,,,,,jungle,forest,,forest,0.606058,forest,0.560628,,below_95pct_precision_threshold,forest,0.365450,0.379310,0.000000,0.000000,0.000120,untitled_lore_wooded=forest,steppe_01_mask.png:0.9426|plains_01_rough_mask.png:0.0332|medi_noisy_grass_mask.png:0.0124,land,,,,automatic
11029,102:238:181,,,,,,jungle,forest,,forest,0.217668,forest,0.105302,,below_95pct_precision_threshold,forest,0.338235,1.000000,0.000000,0.000000,0.001102,untitled_lore_wooded=forest,steppe_01_mask.png:0.8827|desert_01_mask.png:0.0395,land,,,,automatic
